64,32,53,23,3,0.693147181,0.834797698,Virginica
79,38,64,20,3,0.731861693,1.16315081,Virginica
67,33,57,21,3,0.708185058,0.99852883,Virginica
77,28,67,20,3,1.011600912,1.208960346,Virginica
63,27,49,18,3,0.84729786,1.00144854,Virginica
72,32,60,18,3,0.810930216,1.203972804,Virginica
61,30,49,18,3,0.709676483,1.00144854,Virginica
61,26,56,14,3,0.852777326,1.386294361,Virginica
64,28,56,21,3,0.826678573,0.980829253,Virginica
62,28,48,18,3,0.794929875,0.980829253,Virginica
77,30,61,23,3,0.94260804,0.975379648,Virginica
63,34,56,24,3,0.616774202,0.84729786,Virginica
58,27,51,19,3,0.764606145,0.987386654,Virginica
72,30,58,16,3,0.875468737,1.287854288,Virginica
71,30,59,21,3,0.861482495,1.033015006,Virginica
64,31,55,18,3,0.724895879,1.116961427,Virginica
60,30,48,18,3,0.693147181,0.980829253,Virginica
63,29,56,18,3,0.775838896,1.134979933,Virginica
77,26,69,23,3,1.085708884,1.098612289,Virginica
60,22,50,15,3,1.003302109,1.203972804,Virginica
69,32,57,23,3,0.768370602,0.907557052,Virginica
74,28,61,19,3,0.971860583,1.166434885,Virginica
56,28,49,20,3,0.693147181,0.896088025,Virginica
73,29,63,18,3,0.923163611,1.252762968,Virginica
67,25,58,18,3,0.985816795,1.170071253,Virginica
65,30,58,22,3,0.773189888,0.969400557,Virginica
69,31,54,21,3,0.8001193,0.944461609,Virginica
72,36,61,25,3,0.693147181,0.891998039,Virginica
65,32,51,20,3,0.708651367,0.936093359,Virginica
64,27,53,19,3,0.863046217,1.025852934,Virginica
68,30,55,21,3,0.818310324,0.962810748,Virginica
57,25,50,20,3,0.824175443,0.916290732,Virginica
58,28,51,24,3,0.7282385,0.753771802,Virginica
63,33,60,25,3,0.646627165,0.875468737,Virginica
